0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.250000000000000326e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.050000000000000065e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.575000000000000011e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.100000000000000130e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.625000000000000250e-02 3.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.150000000000000022e-02 4.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00
3.675000000000000488e-02 1.700000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.000000000000000000e+00
4.200000000000000261e-02 1.300000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.725000000000000033e-02 2.400000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00
5.250000000000000500e-02 3.300000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
5.775000000000000272e-02 5.700000000000000000e+01 2.000000000000000000e+00 0.000000000000000000e+00 4.000000000000000000e+00
6.300000000000000044e-02 8.800000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 7.000000000000000000e+00
6.825000000000000511e-02 1.080000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 7.000000000000000000e+00
7.350000000000000977e-02 1.410000000000000000e+02 2.000000000000000000e+00 2.000000000000000000e+00 1.100000000000000000e+01
7.875000000000000056e-02 1.800000000000000000e+02 2.000000000000000000e+00 1.000000000000000000e+00 1.600000000000000000e+01
8.400000000000000522e-02 2.330000000000000000e+02 1.000000000000000000e+00 0.000000000000000000e+00 2.100000000000000000e+01
8.925000000000000988e-02 2.930000000000000000e+02 3.000000000000000000e+00 1.000000000000000000e+00 2.400000000000000000e+01
9.450000000000000067e-02 3.710000000000000000e+02 4.000000000000000000e+00 3.000000000000000000e+00 2.700000000000000000e+01
9.975000000000000533e-02 4.080000000000000000e+02 5.000000000000000000e+00 2.000000000000000000e+00 2.800000000000000000e+01
1.050000000000000100e-01 5.110000000000000000e+02 3.000000000000000000e+00 4.000000000000000000e+00 4.800000000000000000e+01
1.102500000000000008e-01 5.670000000000000000e+02 5.000000000000000000e+00 9.000000000000000000e+00 5.300000000000000000e+01
1.155000000000000054e-01 6.610000000000000000e+02 9.000000000000000000e+00 8.000000000000000000e+00 6.400000000000000000e+01
